WAMP,Brand,Product,Wholesaler,Package,UPC,Parent Chain,Retail $,2 for $,Market
Premium,Heineken,Heineken 1/24C,Southern Crown Partners,1/24C,72890001191,Dollar General,3.85,,1 · Charleston
Premium,Modelo,Modelo 1/24C,Henry J. Lee Reyes,1/24C,80660957210,Circle K,4.29,8.0,1 · Charleston
Premium,Modelo,Modelo 1/24C,Henry J. Lee Reyes,1/24C,80660957210,Refuel Market,3.99,7.5,1 · Charleston
Premium,Modelo,Modelo 1/24C,Henry J. Lee Reyes,1/24C,80660957210,GPM Southeast,4.09,7.5,1 · Charleston
Premium,Modelo,Modelo 1/24C,Henry J. Lee Reyes,1/24C,80660957210,7-Eleven,3.99,6.5,1 · Charleston
Premium,Modelo,Modelo 1/24C,Henry J. Lee Reyes,1/24C,80660957210,Spinx,4.29,8.0,1 · Charleston
Premium,Modelo,Modelo 1/24C,Henry J. Lee Reyes,1/24C,80660957210,Parkers,4.29,6.5,1 · Charleston
Premium,Modelo,Modelo 1/24C,Henry J. Lee Reyes,1/24C,80660957210,Enmark,4.29,,1 · Charleston
Premium,Modelo,Modelo 1/24C,Henry J. Lee Reyes,1/24C,80660957210,Buck Magement (Blue Water),4.49,8.0,1 · Charleston
Premium,Modelo,Modelo 1/24C,Henry J. Lee Reyes,1/24C,80660957210,Dollar General,3.8,,1 · Charleston
Premium,Redd's,Redd's Wicked Apple 1/24C,Henry J. Lee Reyes,1/24C,34100003234,Circle K,3.99,7.0,1 · Charleston
Premium,Redd's,Redd's Wicked Apple 1/24C,Henry J. Lee Reyes,1/24C,34100003234,Refuel Market,4.29,7.0,1 · Charleston
Premium,Redd's,Redd's Wicked Apple 1/24C,Henry J. Lee Reyes,1/24C,34100003234,GPM Southeast,4.09,7.5,1 · Charleston
Premium,Redd's,Redd's Wicked Apple 1/24C,Henry J. Lee Reyes,1/24C,34100003234,7-Eleven,3.69,6.5,1 · Charleston
Premium,Redd's,Redd's Wicked Apple 1/24C,Henry J. Lee Reyes,1/24C,34100003234,Spinx,3.99,7.5,1 · Charleston
Premium,Redd's,Redd's Wicked Apple 1/24C,Henry J. Lee Reyes,1/24C,34100003234,Enmark,4.29,,1 · Charleston
Premium,Redd's,Redd's Wicked Apple 1/24C,Henry J. Lee Reyes,1/24C,34100003234,Buck Magement (Blue Water),4.49,,1 · Charleston
Premium,Redd's,Redd's Wicked Apple 1/24C,Henry J. Lee Reyes,1/24C,34100003234,Dollar General,3.8,,1 · Charleston
Value,Miller Ice House,Icehouse 1/24C,Henry J. Lee Reyes,1/24C,34100008802,Circle K,2.99,5.5,1 · Charleston
Value,Miller Ice House,Icehouse 1/24C,Henry J. Lee Reyes,1/24C,34100008802,Refuel Market,2.89,5.0,1 · Charleston
Value,Miller Ice House,Icehouse 1/24C,Henry J. Lee Reyes,1/24C,34100008802,GPM Southeast,2.89,5.0,1 · Charleston
Value,Miller Ice House,Icehouse 1/24C,Henry J. Lee Reyes,1/24C,34100008802,7-Eleven,2.89,4.0,1 · Charleston
Value,Miller Ice House,Icehouse 1/24C,Henry J. Lee Reyes,1/24C,34100008802,Spinx,2.99,5.0,1 · Charleston
Value,Miller Ice House,Icehouse 1/24C,Henry J. Lee Reyes,1/24C,34100008802,Parkers,3.19,4.0,1 · Charleston
Value,Miller Ice House,Icehouse 1/24C,Henry J. Lee Reyes,1/24C,34100008802,Enmark,2.89,,1 · Charleston
Value,Miller Ice House,Icehouse 1/24C,Henry J. Lee Reyes,1/24C,34100008802,Buck Magement (Blue Water),3.09,,1 · Charleston
Value,Miller Ice House,Icehouse 1/24C,Henry J. Lee Reyes,1/24C,34100008802,Dollar General,2.6,,1 · Charleston
Value,Keystone,Keystone Light 1/24C,Henry J. Lee Reyes,1/24C,71990480240,Circle K,2.79,5.0,1 · Charleston
Value,Keystone,Keystone Light 1/24C,Henry J. Lee Reyes,1/24C,71990480240,Refuel Market,2.89,5.0,1 · Charleston
Value,Keystone,Keystone Light 1/24C,Henry J. Lee Reyes,1/24C,71990480240,GPM Southeast,2.89,5.0,1 · Charleston
Value,Keystone,Keystone Light 1/24C,Henry J. Lee Reyes,1/24C,71990480240,7-Eleven,2.39,4.0,1 · Charleston
Value,Keystone,Keystone Light 1/24C,Henry J. Lee Reyes,1/24C,71990480240,Spinx,2.99,5.0,1 · Charleston
Value,Keystone,Keystone Light 1/24C,Henry J. Lee Reyes,1/24C,71990480240,Parkers,3.19,4.0,1 · Charleston
Value,Keystone,Keystone Light 1/24C,Henry J. Lee Reyes,1/24C,71990480240,Buck Magement (Blue Water),3.09,,1 · Charleston
Value,Keystone,Keystone Light 1/24C,Henry J. Lee Reyes,1/24C,71990480240,Dollar General,2.9,,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/24C,Henry J. Lee Reyes,1/24C,78250003287,Circle K,2.99,5.5,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/24C,Henry J. Lee Reyes,1/24C,78250003287,Refuel Market,2.89,5.0,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/24C,Henry J. Lee Reyes,1/24C,78250003287,GPM Southeast,2.89,5.0,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/24C,Henry J. Lee Reyes,1/24C,78250003287,7-Eleven,2.39,4.0,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/24C,Henry J. Lee Reyes,1/24C,78250003287,Spinx,2.99,5.0,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/24C,Henry J. Lee Reyes,1/24C,78250003287,Parkers,3.19,4.0,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/24C,Henry J. Lee Reyes,1/24C,78250003287,Enmark,2.89,,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/24C,Henry J. Lee Reyes,1/24C,78250003287,Buck Magement (Blue Water),3.09,,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/24C,Henry J. Lee Reyes,1/24C,78250003287,Dollar General,2.5,,1 · Charleston
Core,Bud Light,Bud Light 1/25C,Southern Crown Partners,1/25C,18200250019,Circle K,3.29,6.0,1 · Charleston
Core,Bud Light,Bud Light 1/25C,Southern Crown Partners,1/25C,18200250019,Refuel Market,3.09,5.5,1 · Charleston
Core,Bud Light,Bud Light 1/25C,Southern Crown Partners,1/25C,18200250019,GPM Southeast,3.09,5.5,1 · Charleston
Core,Bud Light,Bud Light 1/25C,Southern Crown Partners,1/25C,18200250019,7-Eleven,3.19,5.5,1 · Charleston
Core,Bud Light,Bud Light 1/25C,Southern Crown Partners,1/25C,18200250019,Spinx,3.29,6.0,1 · Charleston
Core,Bud Light,Bud Light 1/25C,Southern Crown Partners,1/25C,18200250019,Parkers,3.39,4.5,1 · Charleston
Core,Bud Light,Bud Light 1/25C,Southern Crown Partners,1/25C,18200250019,Enmark,3.19,,1 · Charleston
Core,Bud Light,Bud Light 1/25C,Southern Crown Partners,1/25C,18200250019,Buck Magement (Blue Water),3.29,5.5,1 · Charleston
Core,Bud Light,Bud Light 1/25C,Southern Crown Partners,1/25C,18200250019,Dollar General,2.8,,1 · Charleston
Core,Budweiser,Budweiser 1/25C,Southern Crown Partners,1/25C,1820025000,Circle K,3.29,6.0,1 · Charleston
Core,Budweiser,Budweiser 1/25C,Southern Crown Partners,1/25C,1820025000,Refuel Market,3.19,5.0,1 · Charleston
Core,Budweiser,Budweiser 1/25C,Southern Crown Partners,1/25C,1820025000,GPM Southeast,3.09,5.5,1 · Charleston
Core,Budweiser,Budweiser 1/25C,Southern Crown Partners,1/25C,1820025000,7-Eleven,2.99,5.5,1 · Charleston
Core,Budweiser,Budweiser 1/25C,Southern Crown Partners,1/25C,1820025000,Spinx,3.29,6.0,1 · Charleston
Core,Budweiser,Budweiser 1/25C,Southern Crown Partners,1/25C,1820025000,Parkers,3.39,4.5,1 · Charleston
Core,Budweiser,Budweiser 1/25C,Southern Crown Partners,1/25C,1820025000,Enmark,3.19,,1 · Charleston
Core,Budweiser,Budweiser 1/25C,Southern Crown Partners,1/25C,1820025000,Buck Magement (Blue Water),3.29,5.5,1 · Charleston
Core,Budweiser,Budweiser 1/25C,Southern Crown Partners,1/25C,1820025000,Dollar General,2.8,,1 · Charleston
Core Plus,Bud Light Chelada,Bud Light Chelada 1/25C,Southern Crown Partners,1/25C,18200255083,Circle K,3.79,7.0,1 · Charleston
Core Plus,Bud Light Chelada,Bud Light Chelada 1/25C,Southern Crown Partners,1/25C,18200255083,Refuel Market,3.99,7.5,1 · Charleston
Core Plus,Bud Light Chelada,Bud Light Chelada 1/25C,Southern Crown Partners,1/25C,18200255083,GPM Southeast,4.09,7.5,1 · Charleston
Core Plus,Bud Light Chelada,Bud Light Chelada 1/25C,Southern Crown Partners,1/25C,18200255083,7-Eleven,3.49,6.5,1 · Charleston
Core Plus,Bud Light Chelada,Bud Light Chelada 1/25C,Southern Crown Partners,1/25C,18200255083,Spinx,3.99,7.5,1 · Charleston
Core Plus,Bud Light Chelada,Bud Light Chelada 1/25C,Southern Crown Partners,1/25C,18200255083,Parkers,3.99,6.5,1 · Charleston
Core Plus,Bud Light Chelada,Bud Light Chelada 1/25C,Southern Crown Partners,1/25C,18200255083,Enmark,3.79,,1 · Charleston
Core Plus,Bud Light Chelada,Bud Light Chelada 1/25C,Southern Crown Partners,1/25C,18200255083,Buck Magement (Blue Water),4.19,,1 · Charleston
Core Plus,Bud Light Chelada,Bud Light Chelada 1/25C,Southern Crown Partners,1/25C,18200255083,Dollar General,3.6,,1 · Charleston
Core Plus,Bud Light Platinum,Bud Light Platinum 1/25C,Southern Crown Partners,1/25C,18200255434,Circle K,3.79,7.0,1 · Charleston
Core Plus,Bud Light Platinum,Bud Light Platinum 1/25C,Southern Crown Partners,1/25C,18200255434,Refuel Market,3.99,6.0,1 · Charleston
Core Plus,Bud Light Platinum,Bud Light Platinum 1/25C,Southern Crown Partners,1/25C,18200255434,GPM Southeast,3.69,6.5,1 · Charleston
Core Plus,Bud Light Platinum,Bud Light Platinum 1/25C,Southern Crown Partners,1/25C,18200255434,7-Eleven,3.49,6.5,1 · Charleston
Core Plus,Bud Light Platinum,Bud Light Platinum 1/25C,Southern Crown Partners,1/25C,18200255434,Spinx,3.99,7.0,1 · Charleston
Core Plus,Bud Light Platinum,Bud Light Platinum 1/25C,Southern Crown Partners,1/25C,18200255434,Parkers,3.79,5.0,1 · Charleston
Core Plus,Bud Light Platinum,Bud Light Platinum 1/25C,Southern Crown Partners,1/25C,18200255434,Enmark,3.79,,1 · Charleston
Core Plus,Bud Light Platinum,Bud Light Platinum 1/25C,Southern Crown Partners,1/25C,18200255434,Buck Magement (Blue Water),3.99,,1 · Charleston
Core Plus,Bud Light Platinum,Bud Light Platinum 1/25C,Southern Crown Partners,1/25C,18200255434,Dollar General,3.3,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/25C,Southern Crown Partners,1/25C,18200250101,Circle K,3.79,7.0,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/25C,Southern Crown Partners,1/25C,18200250101,Refuel Market,3.69,6.5,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/25C,Southern Crown Partners,1/25C,18200250101,GPM Southeast,3.69,6.5,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/25C,Southern Crown Partners,1/25C,18200250101,7-Eleven,3.69,6.5,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/25C,Southern Crown Partners,1/25C,18200250101,Spinx,3.99,7.0,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/25C,Southern Crown Partners,1/25C,18200250101,Parkers,3.79,5.0,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/25C,Southern Crown Partners,1/25C,18200250101,Enmark,3.79,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/25C,Southern Crown Partners,1/25C,18200250101,Buck Magement (Blue Water),3.99,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/25C,Southern Crown Partners,1/25C,18200250101,Dollar General,3.4,,1 · Charleston
Value,Bud Ice,Bud Ice 1/25C,Southern Crown Partners,1/25C,18200250064,Circle K,2.99,5.5,1 · Charleston
Value,Bud Ice,Bud Ice 1/25C,Southern Crown Partners,1/25C,18200250064,Refuel Market,2.89,5.0,1 · Charleston
Value,Bud Ice,Bud Ice 1/25C,Southern Crown Partners,1/25C,18200250064,GPM Southeast,2.89,5.0,1 · Charleston
Value,Bud Ice,Bud Ice 1/25C,Southern Crown Partners,1/25C,18200250064,7-Eleven,2.39,4.0,1 · Charleston
Value,Bud Ice,Bud Ice 1/25C,Southern Crown Partners,1/25C,18200250064,Spinx,2.99,5.0,1 · Charleston
Value,Bud Ice,Bud Ice 1/25C,Southern Crown Partners,1/25C,18200250064,Parkers,3.19,4.0,1 · Charleston
Value,Bud Ice,Bud Ice 1/25C,Southern Crown Partners,1/25C,18200250064,Enmark,2.99,,1 · Charleston
Value,Bud Ice,Bud Ice 1/25C,Southern Crown Partners,1/25C,18200250064,Buck Magement (Blue Water),3.09,5.5,1 · Charleston
Value,Bud Ice,Bud Ice 1/25C,Southern Crown Partners,1/25C,18200250064,Dollar General,2.6,,1 · Charleston
Value,Busch Light,Busch Light 1/25C,Southern Crown Partners,1/25C,18200250040,Circle K,2.99,5.5,1 · Charleston
Value,Busch Light,Busch Light 1/25C,Southern Crown Partners,1/25C,18200250040,Refuel Market,2.89,5.0,1 · Charleston
Value,Busch Light,Busch Light 1/25C,Southern Crown Partners,1/25C,18200250040,GPM Southeast,2.89,5.0,1 · Charleston
Value,Busch Light,Busch Light 1/25C,Southern Crown Partners,1/25C,18200250040,7-Eleven,2.89,4.0,1 · Charleston
Value,Busch Light,Busch Light 1/25C,Southern Crown Partners,1/25C,18200250040,Spinx,2.99,5.0,1 · Charleston
Value,Busch Light,Busch Light 1/25C,Southern Crown Partners,1/25C,18200250040,Parkers,3.19,4.0,1 · Charleston
Value,Busch Light,Busch Light 1/25C,Southern Crown Partners,1/25C,18200250040,Enmark,2.99,,1 · Charleston
Value,Busch Light,Busch Light 1/25C,Southern Crown Partners,1/25C,18200250040,Buck Magement (Blue Water),3.09,5.5,1 · Charleston
Value,Busch Light,Busch Light 1/25C,Southern Crown Partners,1/25C,18200250040,Dollar General,2.6,,1 · Charleston
Value,Natural,Natty Daddy 1/25C,Southern Crown Partners,1/25C,18200250132,Circle K,2.99,5.5,1 · Charleston
Value,Natural,Natty Daddy 1/25C,Southern Crown Partners,1/25C,18200250132,Refuel Market,2.89,5.0,1 · Charleston
Value,Natural,Natty Daddy 1/25C,Southern Crown Partners,1/25C,18200250132,GPM Southeast,2.89,5.0,1 · Charleston
Value,Natural,Natty Daddy 1/25C,Southern Crown Partners,1/25C,18200250132,7-Eleven,2.39,4.0,1 · Charleston
Value,Natural,Natty Daddy 1/25C,Southern Crown Partners,1/25C,18200250132,Spinx,2.99,5.0,1 · Charleston
Value,Natural,Natty Daddy 1/25C,Southern Crown Partners,1/25C,18200250132,Parkers,3.19,4.0,1 · Charleston
Value,Natural,Natty Daddy 1/25C,Southern Crown Partners,1/25C,18200250132,Enmark,2.99,,1 · Charleston
Value,Natural,Natty Daddy 1/25C,Southern Crown Partners,1/25C,18200250132,Buck Magement (Blue Water),3.09,5.5,1 · Charleston
Value,Natural,Natty Daddy 1/25C,Southern Crown Partners,1/25C,18200250132,Dollar General,2.6,,1 · Charleston
Value,Natural,Natural Light 1/25C,Southern Crown Partners,1/25C,18200250026,Circle K,2.99,5.5,1 · Charleston
Value,Natural,Natural Light 1/25C,Southern Crown Partners,1/25C,18200250026,Refuel Market,2.89,5.0,1 · Charleston
Value,Natural,Natural Light 1/25C,Southern Crown Partners,1/25C,18200250026,GPM Southeast,2.89,5.0,1 · Charleston
Value,Natural,Natural Light 1/25C,Southern Crown Partners,1/25C,18200250026,7-Eleven,2.39,4.0,1 · Charleston
Value,Natural,Natural Light 1/25C,Southern Crown Partners,1/25C,18200250026,Spinx,2.99,5.0,1 · Charleston
Value,Natural,Natural Light 1/25C,Southern Crown Partners,1/25C,18200250026,Parkers,3.19,4.0,1 · Charleston
Value,Natural,Natural Light 1/25C,Southern Crown Partners,1/25C,18200250026,Enmark,2.99,,1 · Charleston
Value,Natural,Natural Light 1/25C,Southern Crown Partners,1/25C,18200250026,Buck Magement (Blue Water),3.09,5.5,1 · Charleston
Value,Natural,Natural Light 1/25C,Southern Crown Partners,1/25C,18200250026,Dollar General,2.6,,1 · Charleston
Value,Pabst,Pabst 1/25C,Henry J. Lee Reyes,1/25C,22100000049,Circle K,2.99,5.5,1 · Charleston
Value,Pabst,Pabst 1/25C,Henry J. Lee Reyes,1/25C,22100000049,Refuel Market,2.89,5.0,1 · Charleston
Value,Pabst,Pabst 1/25C,Henry J. Lee Reyes,1/25C,22100000049,GPM Southeast,2.89,5.0,1 · Charleston
Value,Pabst,Pabst 1/25C,Henry J. Lee Reyes,1/25C,22100000049,Spinx,2.99,5.0,1 · Charleston
Value,Pabst,Pabst 1/25C,Henry J. Lee Reyes,1/25C,22100000049,Parkers,3.19,4.0,1 · Charleston
Value,Pabst,Pabst 1/25C,Henry J. Lee Reyes,1/25C,22100000049,Enmark,2.79,,1 · Charleston
Value,Pabst,Pabst 1/25C,Henry J. Lee Reyes,1/25C,22100000049,Buck Magement (Blue Water),3.09,,1 · Charleston
Value,Pabst,Pabst 1/25C,Henry J. Lee Reyes,1/25C,22100000049,Dollar General,2.6,,1 · Charleston
Value,Schlitz,Schlitz Malt 1/25C,Henry J. Lee Reyes,1/25C,52300000457,Circle K,2.89,5.5,1 · Charleston
Value,Schlitz,Schlitz Malt 1/25C,Henry J. Lee Reyes,1/25C,52300000457,Refuel Market,2.89,5.0,1 · Charleston
Value,Schlitz,Schlitz Malt 1/25C,Henry J. Lee Reyes,1/25C,52300000457,GPM Southeast,2.89,5.0,1 · Charleston
Value,Schlitz,Schlitz Malt 1/25C,Henry J. Lee Reyes,1/25C,52300000457,7-Eleven,2.39,4.0,1 · Charleston
Value,Schlitz,Schlitz Malt 1/25C,Henry J. Lee Reyes,1/25C,52300000457,Spinx,2.99,5.0,1 · Charleston
Value,Schlitz,Schlitz Malt 1/25C,Henry J. Lee Reyes,1/25C,52300000457,Parkers,3.19,4.0,1 · Charleston
Value,Schlitz,Schlitz Malt 1/25C,Henry J. Lee Reyes,1/25C,52300000457,Enmark,2.79,,1 · Charleston
Value,Schlitz,Schlitz Malt 1/25C,Henry J. Lee Reyes,1/25C,52300000457,Buck Magement (Blue Water),3.09,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/32B,Southern Crown Partners,1/32B,18200002724,Circle K,4.79,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/32B,Southern Crown Partners,1/32B,18200002724,Refuel Market,5.19,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/32B,Southern Crown Partners,1/32B,18200002724,GPM Southeast,4.39,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/32B,Southern Crown Partners,1/32B,18200002724,7-Eleven,4.69,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/32B,Southern Crown Partners,1/32B,18200002724,Spinx,4.99,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/32B,Southern Crown Partners,1/32B,18200002724,Parkers,4.99,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/32B,Southern Crown Partners,1/32B,18200002724,Enmark,4.99,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/32B,Southern Crown Partners,1/32B,18200002724,Buck Magement (Blue Water),4.99,,1 · Charleston
Core Plus,Michelob Ultra,Michelob Ultra 1/32B,Southern Crown Partners,1/32B,18200002724,Dollar General,3.8,,1 · Charleston
Premium,Corona,Corona Familiar 1/32B,Henry J. Lee Reyes,1/32B,80660956831,Circle K,4.79,,1 · Charleston
Premium,Corona,Corona Familiar 1/32B,Henry J. Lee Reyes,1/32B,80660956831,Refuel Market,5.19,,1 · Charleston
Premium,Corona,Corona Familiar 1/32B,Henry J. Lee Reyes,1/32B,80660956831,GPM Southeast,4.39,,1 · Charleston
Premium,Corona,Corona Familiar 1/32B,Henry J. Lee Reyes,1/32B,80660956831,7-Eleven,4.69,,1 · Charleston
Premium,Corona,Corona Familiar 1/32B,Henry J. Lee Reyes,1/32B,80660956831,Spinx,4.99,,1 · Charleston
Premium,Corona,Corona Familiar 1/32B,Henry J. Lee Reyes,1/32B,80660956831,Parkers,4.99,,1 · Charleston
Premium,Corona,Corona Familiar 1/32B,Henry J. Lee Reyes,1/32B,80660956831,Enmark,4.99,,1 · Charleston
Premium,Corona,Corona Familiar 1/32B,Henry J. Lee Reyes,1/32B,80660956831,Buck Magement (Blue Water),4.99,,1 · Charleston
Premium,Corona,Corona Familiar 1/32B,Henry J. Lee Reyes,1/32B,80660956831,Dollar General,3.8,,1 · Charleston
Premium,Modelo,Modelo 1/32B,Henry J. Lee Reyes,1/32B,33544950906,Circle K,4.29,8.0,1 · Charleston
Premium,Modelo,Modelo 1/32B,Henry J. Lee Reyes,1/32B,33544950906,Refuel Market,4.49,7.0,1 · Charleston
Premium,Modelo,Modelo 1/32B,Henry J. Lee Reyes,1/32B,33544950906,GPM Southeast,4.09,7.5,1 · Charleston
Premium,Modelo,Modelo 1/32B,Henry J. Lee Reyes,1/32B,33544950906,7-Eleven,3.69,6.5,1 · Charleston
Premium,Modelo,Modelo 1/32B,Henry J. Lee Reyes,1/32B,33544950906,Spinx,4.29,8.0,1 · Charleston
Premium,Modelo,Modelo 1/32B,Henry J. Lee Reyes,1/32B,33544950906,Parkers,4.29,6.5,1 · Charleston
Premium,Modelo,Modelo 1/32B,Henry J. Lee Reyes,1/32B,33544950906,Enmark,4.29,,1 · Charleston
Premium,Modelo,Modelo 1/32B,Henry J. Lee Reyes,1/32B,33544950906,Buck Magement (Blue Water),4.49,8.0,1 · Charleston
Premium,Modelo,Modelo 1/32B,Henry J. Lee Reyes,1/32B,33544950906,Dollar General,3.8,,1 · Charleston
Value,Bud Ice,Bud Ice 1/40B,Southern Crown Partners,1/40B,18200002441,Circle K,3.29,,1 · Charleston
Value,Bud Ice,Bud Ice 1/40B,Southern Crown Partners,1/40B,18200002441,Refuel Market,3.29,6.0,1 · Charleston
Value,Bud Ice,Bud Ice 1/40B,Southern Crown Partners,1/40B,18200002441,GPM Southeast,3.39,,1 · Charleston
Value,Bud Ice,Bud Ice 1/40B,Southern Crown Partners,1/40B,18200002441,7-Eleven,2.69,,1 · Charleston
Value,Bud Ice,Bud Ice 1/40B,Southern Crown Partners,1/40B,18200002441,Spinx,3.49,,1 · Charleston
Value,Bud Ice,Bud Ice 1/40B,Southern Crown Partners,1/40B,18200002441,Parkers,3.29,,1 · Charleston
Value,Bud Ice,Bud Ice 1/40B,Southern Crown Partners,1/40B,18200002441,Enmark,3.39,,1 · Charleston
Value,Bud Ice,Bud Ice 1/40B,Southern Crown Partners,1/40B,18200002441,Buck Magement (Blue Water),3.49,,1 · Charleston
Value,Bud Ice,Bud Ice 1/40B,Southern Crown Partners,1/40B,18200002441,Dollar General,3.0,,1 · Charleston
Value,Miller Ice House,Icehouse 1/40B,Henry J. Lee Reyes,1/40B,34100002787,Circle K,3.29,,1 · Charleston
Value,Miller Ice House,Icehouse 1/40B,Henry J. Lee Reyes,1/40B,34100002787,Refuel Market,3.29,6.0,1 · Charleston
Value,Miller Ice House,Icehouse 1/40B,Henry J. Lee Reyes,1/40B,34100002787,GPM Southeast,3.39,,1 · Charleston
Value,Miller Ice House,Icehouse 1/40B,Henry J. Lee Reyes,1/40B,34100002787,7-Eleven,2.69,,1 · Charleston
Value,Miller Ice House,Icehouse 1/40B,Henry J. Lee Reyes,1/40B,34100002787,Spinx,3.49,,1 · Charleston
Value,Miller Ice House,Icehouse 1/40B,Henry J. Lee Reyes,1/40B,34100002787,Parkers,3.19,,1 · Charleston
Value,Miller Ice House,Icehouse 1/40B,Henry J. Lee Reyes,1/40B,34100002787,Enmark,3.39,,1 · Charleston
Value,Miller Ice House,Icehouse 1/40B,Henry J. Lee Reyes,1/40B,34100002787,Buck Magement (Blue Water),3.49,,1 · Charleston
Value,Miller Ice House,Icehouse 1/40B,Henry J. Lee Reyes,1/40B,34100002787,Dollar General,2.9,,1 · Charleston
Value,King Cobra,King Cobra 1/40B,Southern Crown Partners,1/40B,18200001314,Circle K,3.29,,1 · Charleston
Value,King Cobra,King Cobra 1/40B,Southern Crown Partners,1/40B,18200001314,Refuel Market,3.29,6.0,1 · Charleston
Value,King Cobra,King Cobra 1/40B,Southern Crown Partners,1/40B,18200001314,Spinx,3.49,,1 · Charleston
Value,King Cobra,King Cobra 1/40B,Southern Crown Partners,1/40B,18200001314,Enmark,3.39,,1 · Charleston
Value,King Cobra,King Cobra 1/40B,Southern Crown Partners,1/40B,18200001314,Buck Magement (Blue Water),3.49,,1 · Charleston
Value,King Cobra,King Cobra 1/40B,Southern Crown Partners,1/40B,18200001314,Dollar General,2.8,,1 · Charleston
Value,Miller High Life,Miller High Life 1/40PL,Henry J. Lee Reyes,1/40PL,34100007638,Circle K,3.29,,1 · Charleston
Value,Miller High Life,Miller High Life 1/40PL,Henry J. Lee Reyes,1/40PL,34100007638,Refuel Market,3.29,6.0,1 · Charleston
Value,Miller High Life,Miller High Life 1/40PL,Henry J. Lee Reyes,1/40PL,34100007638,GPM Southeast,3.39,,1 · Charleston
Value,Miller High Life,Miller High Life 1/40PL,Henry J. Lee Reyes,1/40PL,34100007638,Spinx,3.29,,1 · Charleston
Value,Miller High Life,Miller High Life 1/40PL,Henry J. Lee Reyes,1/40PL,34100007638,Parkers,3.19,,1 · Charleston
Value,Miller High Life,Miller High Life 1/40PL,Henry J. Lee Reyes,1/40PL,34100007638,Buck Magement (Blue Water),3.49,,1 · Charleston
Value,Olde English 800,Olde Eng 800 1/42PL,Henry J. Lee Reyes,1/42PL,34100006228,Circle K,3.29,,1 · Charleston
Value,Olde English 800,Olde Eng 800 1/42PL,Henry J. Lee Reyes,1/42PL,34100006228,Refuel Market,3.29,6.0,1 · Charleston
Value,Olde English 800,Olde Eng 800 1/42PL,Henry J. Lee Reyes,1/42PL,34100006228,GPM Southeast,3.39,,1 · Charleston
Value,Olde English 800,Olde Eng 800 1/42PL,Henry J. Lee Reyes,1/42PL,34100006228,Spinx,3.49,,1 · Charleston
Value,Olde English 800,Olde Eng 800 1/42PL,Henry J. Lee Reyes,1/42PL,34100006228,Buck Magement (Blue Water),3.49,,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/42PL,Henry J. Lee Reyes,1/42PL,78250003348,Circle K,3.29,,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/42PL,Henry J. Lee Reyes,1/42PL,78250003348,Refuel Market,3.29,6.0,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/42PL,Henry J. Lee Reyes,1/42PL,78250003348,GPM Southeast,3.39,,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/42PL,Henry J. Lee Reyes,1/42PL,78250003348,7-Eleven,2.49,,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/42PL,Henry J. Lee Reyes,1/42PL,78250003348,Spinx,3.49,,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/42PL,Henry J. Lee Reyes,1/42PL,78250003348,Parkers,3.49,,1 · Charleston
Value,Steel Res. High Gr,Steel Res. High Gravity 1/42PL,Henry J. Lee Reyes,1/42PL,78250003348,Enmark,3.39,,1 · Charleston
